q_Ainv,d_A,intensity
0.200000,31.415927,133621.843878
0.210000,29.919930,106913.216924
0.220000,28.559933,84215.133383
0.230000,27.318197,65136.445971
0.240000,26.179939,49453.475264
0.250000,25.132741,36966.615748
0.260000,24.166097,27410.636330
0.270000,23.271057,20421.364934
0.280000,22.439948,15549.539624
0.290000,21.666156,12305.172696
0.300000,20.943951,10213.365265
0.310000,20.268340,8864.588175
0.320000,19.634954,7947.669594
0.330000,19.039955,7260.369166
0.340000,18.479957,6698.775144
0.350000,17.951958,6231.517234
0.360000,17.453293,5867.216715
0.370000,16.981582,5623.609650
0.380000,16.534698,5504.836411
0.390000,16.110732,5490.298070
0.400000,15.707963,5535.154749
0.410000,15.324842,5579.788465
0.420000,14.959965,5563.907488
0.430000,14.612059,5440.620535
0.440000,14.279967,5186.618266
0.450000,13.962634,4806.186107
0.460000,13.659098,4328.640536
0.470000,13.368479,3800.451348
0.480000,13.089969,3274.428821
0.490000,12.822827,2798.744814
0.500000,12.566371,2408.242375
0.510000,12.319971,2119.649073
0.520000,12.083049,1931.216735
0.530000,11.855067,1826.252247
0.540000,11.635528,1779.216231
0.550000,11.423973,1762.687424
0.560000,11.219974,1753.545687
0.570000,11.023132,1737.139669
0.580000,10.833078,1708.831598
0.590000,10.649467,1672.980959
0.600000,10.471976,1639.986893
0.610000,10.300304,1622.349488
0.620000,10.134170,1630.790040
0.630000,9.973310,1671.310465
0.640000,9.817477,1743.741629
0.650000,9.666439,1841.925480
0.660000,9.519978,1955.294125
0.670000,9.377889,2071.329113
0.680000,9.239978,2178.252041
0.690000,9.106066,2267.321775
0.700000,8.975979,2334.269022
0.710000,8.849557,2379.636904
0.720000,8.726646,2408.056991
0.730000,8.607103,2426.717036
0.740000,8.490791,2443.425870
0.750000,8.377580,2464.729257
0.760000,8.267349,2494.477558
0.770000,8.159981,2533.111868
0.780000,8.055366,2577.754913
0.790000,7.953399,2623.008483
0.800000,7.853982,2662.210871
